Language Accuracy: 0.9788630694499146
NE Accuracy: 0.9688109161793372
Token	Gold Standard	Tagged Language	Named Entity	Evaluation
"	Punct	Punct	O	NA
right	Eng	Eng	O	Correct
here	Eng	Eng	O	Correct
en	Spn	Spn	O	Correct
el	Spn	Spn	O	Correct
Evil	NamedEnt	Eng	O/LOCATION	Correct
Empire	NamedEnt	Spn	O/LOCATION	Correct
!	Punct	Punct	O	NA
Amidst	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
stacks	Eng	Eng	O	Correct
of	Eng	Eng	O	Correct
boxes	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
con	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
charla	Spn	Spn	O	Correct
y	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
boombox	Eng	Eng	O/MISC	Correct
de	Spn	Spn	O	Correct
los	Spn	Spn	O	Correct
albañiles	Spn	Spn	O	Correct
peruanos	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
Elena	NamedEnt	Spn	PERSON/PERSON	Correct
,	Punct	Punct	O	NA
Manuel	NamedEnt	Spn	PERSON/PERSON	Correct
and	Eng	Eng	O/PERSON	Correct
Marga	NamedEnt	Spn	PERSON/PERSON	Correct
,	Punct	Punct	O	NA
con	Spn	Spn	O	Correct
el	Spn	Spn	O	Correct
overpowering	Eng	Eng	O	Correct
smell	Eng	Eng	O	Correct
de	Spn	Spn	O	Correct
oilbased	Eng	Eng	O	Correct
pintura	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
y	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
latex	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
with	Eng	Eng	O	Correct
molduras	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
toilet	Eng	Eng	O	Correct
parts	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
bisagras	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
paper	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
plastic	Eng	Eng	O	Correct
sheeting	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
rollers	Eng	Eng	O	Correct
scattered	Eng	Eng	O	Correct
everywhere	Eng	Eng	O	Correct
y	Spn	Spn	O	Correct
mis	Spn	Spn	O	Correct
libros	Spn	Spn	O	Correct
y	Spn	Spn	O	Correct
papeles	Spn	Spn	O	Correct
still	Eng	Eng	O	Correct
nowhere	Eng	Eng	O	Correct
in	Eng	Eng	O	Correct
sight	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Good	Eng	Eng	O	Correct
thing	Eng	Eng	O	Correct
I	Eng	Eng	O/MISC	Correct
don’t	Eng	Eng	O/MISC	Correct
watch	Eng	Eng	O/MISC	Correct
TV	Eng	Eng	O/MISC	Correct
.	Punct	Punct	O	NA
Pero	Spn	Spn	O	Correct
you	Eng	Eng	O	Correct
know	Eng	Eng	O	Correct
how	Eng	Eng	O	Correct
impressionable	Eng	Eng	O	Correct
I	Eng	Eng	O/MISC	Correct
am	Eng	Eng	O/MISC	Correct
!	Punct	Punct	O	NA
Even	Eng	Eng	O/PERSON	Correct
just	Eng	Eng	O	Correct
hearing	Eng	Eng	O	Correct
en	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
radio	Spn	Eng	O	Incorrect
about	Eng	Eng	O	Correct
those	Eng	Eng	O	Correct
people	Eng	Eng	O	Correct
que	Spn	Spn	O	Correct
saltaban	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
flames	Eng	Eng	O	Correct
at	Eng	Eng	O	Correct
their	Eng	Eng	O	Correct
back	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
al	Spn	Spn	O	Correct
vacío	Spn	Spn	O	Correct
from	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
50th	Num	Eng	O	NA
story	Eng	Eng	O	Correct
de	Spn	Spn	O	Correct
las	Spn	Spn	O	Correct
Twin	NamedEnt	Eng	O/LOCATION	Correct
Torres	NamedEnt	Spn	O/LOCATION	Correct
and	Eng	Eng	O	Correct
it’s	Eng	Eng	O	Correct
seared	Eng	Eng	O	Correct
into	Eng	Eng	O	Correct
my	Eng	Eng	O	Correct
mind’s	Eng	Eng	O	Correct
eye/I	Eng	Eng	O	Correct
por	Spn	Spn	O	Correct
siempre	Spn	Spn	O	Correct
jamás	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Just	Eng	Eng	O/PERSON	Correct
like	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
time	Eng	Eng	O	Correct
I	Eng	Eng	O/MISC	Correct
read	Eng	Eng	O/MISC	Correct
,	Punct	Punct	O	NA
a	Spn	Spn	O	Correct
los	Spn	Spn	O	Correct
9	Num	Num	O	NA
años	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
ese	Spn	Spn	O	Correct
story	Eng	Eng	O	Correct
about	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
grizzly	Eng	Eng	O	Correct
bear	Eng	Eng	O	Correct
attack	Eng	Eng	O	Correct
en	Spn	Spn	O	Correct
Yellowstone	NamedEnt	Eng	ORGANIZATION/LOCATION	Correct
en	Spn	Spn	O	Correct
un	Spn	Spn	O	Correct
old	Eng	Eng	O	Correct
Life	NamedEnt	Eng	O/MISC	Correct
magazine	Eng	Eng	O	Correct
—	Punct	Punct	O	NA
sin	Spn	Spn	O	Correct
fotos	Spn	Spn	O	Correct
siquiera	Spn	Spn	O	Correct
—	Punct	Punct	O	NA
how	Eng	Eng	O	Correct
could	Eng	Eng	O	Correct
they	Eng	Eng	O	Correct
possibly	Eng	Eng	O	Correct
put	Eng	Eng	O	Correct
fotos	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
una	Spn	Spn	O	Correct
horrific	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
enraged	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
si	Spn	Spn	O	Correct
tan	Spn	Spn	O	Correct
sólo	Spn	Spn	O	Correct
maternalmente	Spn	Spn	O	Correct
motivated	Eng	Eng	O	Correct
mama	Eng	Spn	O	Incorrect
grizzly	Eng	Eng	O	Correct
que	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
para	Spn	Spn	O	Correct
proteger	Spn	Spn	O	Correct
a	Spn	Spn	O	Correct
sus	Spn	Spn	O	Correct
cubs	Spn	Eng	O	Incorrect
,	Punct	Punct	O	NA
chased	Eng	Eng	O	Correct
a	Eng	Eng	O	Correct
esa	Spn	Spn	O	Correct
pobre	Spn	Spn	O	Correct
pendeja	Spn	Spn	O	Correct
gente	Spn	Spn	O	Correct
up	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
trees	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
her	Eng	Eng	O	Correct
hot	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
jadeante	Spn	Spn	O	Correct
breath	Eng	Eng	O	Correct
on	Eng	Eng	O	Correct
their	Eng	Eng	O	Correct
legs	Eng	Eng	O	Correct
and	Eng	Eng	O	Correct
then	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
las	Spn	Spn	O	Correct
atroces	Spn	Spn	O	Correct
garras	Spn	Spn	O	Correct
y	Spn	Spn	O	Correct
fauces	Spn	Eng	O	Incorrect
grabbing	Eng	Eng	O	Correct
and	Eng	Eng	O	Correct
clawing	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
ripped	Eng	Eng	O	Correct
them	Eng	Eng	O	Correct
back	Eng	Eng	O	Correct
down	Eng	Eng	O	Correct
and	Eng	Eng	O	Correct
maimed	Eng	Eng	O	Correct
them	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Forever	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
A	Eng	Eng	O	Correct
fate	Eng	Eng	O	Correct
worse	Eng	Eng	O	Correct
than	Eng	Eng	O	Correct
death	Eng	Eng	O	Correct
:	Punct	Punct	O	NA
to	Eng	Eng	O	Correct
be	Eng	Eng	O	Correct
alive	Eng	Eng	O	Correct
and	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
have	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
remember	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
I	Eng	Eng	O	Correct
never	Eng	Eng	O	Correct
wanted	Eng	Eng	O	Correct
that	Eng	Eng	O	Correct
picture	Eng	Eng	O	Correct
in	Eng	Eng	O	Correct
my	Eng	Eng	O	Correct
mind	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
pero	Spn	Spn	O	Correct
even	Eng	Eng	O	Correct
a	Spn	Eng	O	Incorrect
los	Spn	Spn	O	Correct
9	Num	Num	O	NA
años	Spn	Spn	O	Correct
the	Eng	Eng	O	Correct
words	Eng	Eng	O	Correct
alone	Eng	Eng	O	Correct
were	Eng	Eng	O	Correct
enough	Eng	Eng	O	Correct
and	Eng	Eng	O	Correct
there	Eng	Eng	O	Correct
it	Eng	Eng	O	Correct
was	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
forever	Eng	Eng	O	Correct
:	Punct	Punct	O	NA
una	Spn	Spn	O	Correct
huge	Eng	Eng	O	Correct
mama	Eng	Spn	O	Incorrect
grizzly	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
yanking	Eng	Eng	O	Correct
those	Eng	Eng	O	Correct
three	Eng	Eng	O	Correct
people	Eng	Eng	O	Correct
right	Eng	Eng	O	Correct
out	Eng	Eng	O	Correct
of	Eng	Eng	O	Correct
a	Eng	Eng	O	Correct
tree	Eng	Eng	O	Correct
—	Punct	Punct	O	NA
one	Eng	Eng	O	Correct
of	Eng	Eng	O	Correct
them	Eng	Eng	O	Correct
screamed	Eng	Eng	O	Correct
no	Eng	Spn	O	Incorrect
,	Punct	Punct	O	NA
no	Eng	Spn	O	Incorrect
,	Punct	Punct	O	NA
no	Eng	Spn	O	Incorrect
as	Eng	Eng	O	Correct
he	Eng	Eng	O	Correct
fell	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
eso	Spn	Spn	O	Correct
es	Spn	Spn	O	Correct
lo	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
ponía	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
Lifemagazine	NamedEnt	Eng	O/LOCATION	Correct
.	Punct	Punct	O	NA
She	Eng	Eng	O	Correct
pulled	Eng	Eng	O	Correct
them	Eng	Eng	O	Correct
down	Eng	Eng	O	Correct
with	Eng	Eng	O	Correct
her	Eng	Eng	O	Correct
fangs	Eng	Eng	O	Correct
and	Eng	Eng	O	Correct
claws	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
right	Eng	Eng	O	Correct
by	Eng	Eng	O	Correct
their	Eng	Eng	O	Correct
butt	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Y	Spn	Spn	O	Correct
anyway	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
allí	Spn	Spn	O	Correct
está	Spn	Spn	O	Correct
esa	Spn	Spn	O	Correct
image	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
in	Eng	Eng	O	Correct
there	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
in	Eng	Eng	O	Correct
me	Eng	Spn	O	Incorrect
,	Punct	Punct	O	NA
por	Spn	Spn	O	Correct
siempre	Spn	Spn	O	Correct
jamás	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Pero	Spn	Spn	O	Correct
anyway	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
even	Eng	Eng	O	Correct
now	Eng	Eng	O	Correct
Paul	NamedEnt	Eng	PERSON/PERSON	Correct
,	Punct	Punct	O	NA
no	Spn	Spn	O	Correct
obstante	Spn	Spn	O	Correct
los	Spn	Spn	O	Correct
constant	Eng	Eng	O	Correct
news	Eng	Eng	O	Correct
updates	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
los	Spn	Spn	O	Correct
numb	Eng	Eng	O	Correct
students	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
los	Spn	Spn	O	Correct
too-talky	Eng	Eng	O	Correct
or	Eng	Eng	O	Correct
struck	Eng	Eng	O	Correct
dumb	Eng	Eng	O	Correct
colegas	Spn	Spn	O	Correct
and	Eng	Eng	O	Correct
college	Eng	Eng	O	Correct
administrators	Eng	Eng	O	Correct
planning	Eng	Eng	O	Correct
“	Punct	Punct	O	NA
healing	Eng	Eng	O	Correct
"	Punct	Punct	O	NA
activities	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
los	Spn	Spn	O	Correct
freaked	Eng	Eng	O	Correct
out	Eng	Eng	O	Correct
international	Eng	Eng	O	Correct
Emails	Eng	Eng	O	Correct
—	Punct	Punct	O	NA
tu	Spn	Spn	O	Correct
11	Num	Num	O	NA
de	Spn	Spn	O	Correct
septiembre	Spn	Spn	O	Correct
Virgo	NamedEnt	Spn	O/LOCATION	Correct
cumpleaños	Spn	Spn	O	Correct
forever	Eng	Eng	O	Correct
linked	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
marked	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
marred	Eng	Eng	O	Correct
by	Eng	Eng	O	Correct
asssociation	Eng	Eng	O	Correct
—	Punct	Punct	O	NA
my	Eng	Eng	O	Correct
thirst	Eng	Eng	O	Correct
surges	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Prevalece	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
incluso	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
El	Spn	Spn	O	Correct
deseo	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
palabra	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
wrote	Eng	Eng	O	Correct
Pizarnik	NamedEnt	Spn	PERSON/PERSON	Correct
.	Punct	Punct	O	NA
El	Spn	Spn	O	Correct
ansia	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
escribir	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
I	Eng	Eng	O	Correct
must	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Ek	Afrk	Eng	PERSON/O	NA
moet	Afrk	Eng	O	NA
skryf	Afrk	Eng	O	NA
.	Punct	Punct	O	NA
Y	Spn	Spn	O	Correct
quizás	Spn	Spn	O	Correct
now	Eng	Eng	O	Correct
more	Eng	Eng	O	Correct
than	Eng	Eng	O	Correct
ever	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
como	Spn	Spn	O	Correct
están	Spn	Spn	O	Correct
diciendo	Spn	Spn	O	Correct
algunos	Spn	Spn	O	Correct
conocidos	Spn	Spn	O	Correct
writers	Eng	Eng	O	Correct
“	Punct	Punct	O	NA
de	Spn	Spn	O	Correct
color	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
"	Punct	Punct	O	NA
like	Eng	Eng	O	Correct
Rubén	NamedEnt	Spn	PERSON/PERSON	Correct
Martínez	NamedEnt	Spn	PERSON/PERSON	Correct
,	Punct	Punct	O	NA
like	Eng	Eng	O	Correct
la	Spn	Spn	O	Correct
campanita	Spn	Spn	O	Correct
ganchos	Spn	Spn	O	Correct
(	Punct	Punct	O	NA
bell	Eng	Eng	O	Correct
hooks	Eng	Eng	O	Correct
)	Punct	Punct	O	NA
and	Eng	Eng	O	Correct
Anna	NamedEnt	Eng	PERSON/PERSON	Correct
Deveare	NamedEnt	Eng	PERSON/PERSON	Correct
Smith	NamedEnt	Eng	PERSON/PERSON	Correct
.	Punct	Punct	O	NA
We	Eng	Eng	O	Correct
mustwrite	Eng	Eng	O	Correct
now	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Right	Eng	Eng	O/PERSON	Correct
now	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
O	Spn	Spn	O	Correct
sea	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
no	Spn	Spn	O	Correct
es	Spn	Spn	O	Correct
sólo	Spn	Spn	O	Correct
en	Spn	Spn	O	Correct
Buenos	NamedEnt	Spn	LOCATION/LOCATION	Correct
Aires	NamedEnt	Spn	LOCATION/LOCATION	Correct
donde	Spn	Spn	O	Correct
esta	Spn	Spn	O	Correct
mi	Spn	Spn	O	Correct
represa	Spn	Spn	O	Correct
se	Spn	Spn	O	Correct
desborda	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
(	Punct	Punct	O	NA
Love	Eng	Eng	O/MISC	Correct
that	Eng	Eng	O/MISC	Correct
word	Eng	Eng	O/MISC	Correct
for	Eng	Eng	O	Correct
overflow	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Desbordar	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Loses	Eng	Eng	O	Correct
its	Eng	Eng	O	Correct
borders	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
)	Punct	Punct	O	NA
Where	Eng	Eng	O	Correct
words	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
a	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
sombra	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
las	Spn	Spn	O	Correct
palmeras	Spn	Spn	O	Correct
milenarias	Spn	Spn	O	Correct
del	Spn	Spn	O	Correct
Jardín	NamedEnt	Spn	PERSON/LOCATION	Correct
Botánico	NamedEnt	Spn	PERSON/LOCATION	Correct
,	Punct	Punct	O	NA
come	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
life	Eng	Eng	O/MISC	Correct
.	Punct	Punct	O	NA
Es	Spn	Spn	O	Correct
también	Spn	Spn	O	Correct
aquí	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
en	Spn	Spn	O	Correct
lo	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
llamo	Spn	Spn	O	Correct
el	Spn	Spn	O	Correct
Evil	NamedEnt	Eng	O/LOCATION	Correct
Empire	NamedEnt	Spn	O/LOCATION	Correct
.	Punct	Punct	O	NA
En	Spn	Spn	O	Correct
este	Spn	Spn	O	Correct
mi	Spn	Spn	O	Correct
Inland	NamedEnt	Eng	O/MISC	Correct
Empire	NamedEnt	Spn	O/MISC	Correct
,	Punct	Punct	O	NA
this	Eng	Eng	O	Correct
place	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
Santo-Amor	NamedEnt	Spn	O/ORGANIZATION	Correct
(	Punct	Punct	O	NA
hottest	Eng	Eng	O/ORGANIZATION	Correct
newly-minted	Eng	Eng	O/ORGANIZATION	Correct
English	Eng	Eng	O/ORGANIZATION	Correct
prof	NonStEng	Eng	O/ORGANIZATION	NA
en	Spn	Spn	O	Correct
el	Spn	Spn	O	Correct
país	Spn	Spn	O	Correct
the	Eng	Eng	O	Correct
year	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
came	Eng	Eng	O	Correct
“	Punct	Punct	O	NA
on	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
market	Eng	Eng	O/MISC	Correct
,	Punct	Punct	O	NA
"	Punct	Punct	O	NA
se	Spn	Spn	O	Correct
dice	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
pero	Spn	Spn	O	Correct
optahte	NonStSpn	Eng	O	NA
por	Spn	Spn	O	Correct
Pomona	NamedEnt	Spn	ORGANIZATION/LOCATION	Correct
College	NamedEnt	Eng	ORGANIZATION/LOCATION	Correct
.	Punct	Punct	O	NA
.	Punct	Punct	O	NA
.	Punct	Punct	O	NA
dios	Spn	Spn	O	Correct
te	Spn	Spn	O	Correct
salve	Spn	Spn	O	Correct
)	Punct	Punct	O	NA
,	Punct	Punct	O	NA
have	Eng	Eng	O	Correct
called	Eng	Eng	O	Correct
a	Eng	Eng	O	Correct
bleached	Eng	Eng	O	Correct
out	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
desolate	Eng	Spn	O	Incorrect
apocalypse	Eng	Spn	O	Incorrect
de	Spn	Spn	O	Correct
abandono	Spn	Spn	O	Correct
y	Spn	Spn	O	Correct
imminent	Eng	Eng	O	Correct
doom	Eng	Eng	O	Correct
just	Eng	Eng	O	Correct
itching	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
happen	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
I’m	Eng	Eng	O	Correct
not	Eng	Eng	O	Correct
sure	Eng	Eng	O	Correct
why	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
pero	Spn	Spn	O	Correct
usually	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
playing	Eng	Eng	O	Correct
advocate	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
your	Eng	Eng	O	Correct
demonio	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
yo	Spn	Spn	O	Correct
te	Spn	Spn	O	Correct
intento	Spn	Spn	O	Correct
aplacar	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Hasta	Spn	Spn	O	Correct
defiendo	Spn	Spn	O	Correct
al	Spn	Spn	O	Correct
Evil	NamedEnt	Eng	O/ORGANIZATION	Correct
(	Punct	Punct	O	NA
I	Eng	Eng	O/MISC	Correct
can’t	Eng	Eng	O/MISC	Correct
believe	Eng	Eng	O	Correct
myself	Eng	Eng	O	Correct
)	Punct	Punct	O	NA
en	Spn	Spn	O	Correct
su	Spn	Spn	O	Correct
grittiness	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
en	Spn	Spn	O	Correct
su	Spn	Spn	O	Correct
very	Eng	Eng	O	Correct
unhip	Eng	Eng	O	Correct
inlandness(INTERIORidad	MixedNoSpace	Eng	O	NA
)	Punct	Punct	O	NA
,	Punct	Punct	O	NA
comparado	Spn	Spn	O	Correct
a	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
anonadante	Spn	Spn	O	Correct
atrocidad	Spn	Spn	O	Correct
beige	Eng	Eng	O	Correct
and	Eng	Eng	O	Correct
overpopulated	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
todo	Spn	Spn	O	Correct
uniforme	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
es	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
por	Spn	Spn	O	Correct
ejemplo	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
Orange	NamedEnt	Eng	LOCATION/PERSON	Correct
County	NamedEnt	Eng	LOCATION/PERSON	Correct
.	Punct	Punct	O	NA
Te	Spn	Spn	O	Correct
recuerdo	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
Paul	NamedEnt	Spn	PERSON/PERSON	Correct
,	Punct	Punct	O	NA
como	Spn	Spn	O	Correct
at	Eng	Eng	O	Correct
least	Eng	Eng	O	Correct
we	Eng	Eng	O	Correct
can	Eng	Eng	O	Correct
hear	Eng	Eng	O	Correct
coyotes	Eng	Spn	O	Incorrect
at	Eng	Eng	O	Correct
night	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
see	Eng	Eng	O	Correct
stretches	Eng	Eng	O	Correct
of	Eng	Eng	O	Correct
dirt	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
digo	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
undeveloped	Eng	Eng	O	Correct
land	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
however	Eng	Eng	O	Correct
tumbleweed-filled	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
however	Eng	Eng	O	Correct
cracked	Eng	Eng	O	Correct
and	Eng	Eng	O	Correct
parched	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
in	Eng	Eng	O	Correct
its	Eng	Eng	O	Correct
too-close	Eng	Eng	O	Correct
proximity	Eng	Eng	O	Correct
al	Spn	Spn	O	Correct
desierto	Spn	Spn	O	Correct
y	Spn	Spn	O	Correct
no	Spn	Spn	O	Correct
a	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
costa	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Faraway	NamedEnt	Eng	O/PERSON	Correct
de	Spn	Spn	O	Correct
esa	Spn	Spn	O	Correct
otra	Spn	Spn	O	Correct
“	Punct	Punct	O	NA
real	Spn	Eng	O	Incorrect
